hash,subject
671cbe173eec053ac04b205419c6d4bf388cc6f1,add dsh pre-push checks skill
671ef4d7eec6fa253e0e6a15297d3dd23fe67507,fix(goal): synchronize workspace lock entries
67317938595e2b4925130f5068730d4373ce366f,revert: use rewriteRelativeImportExtensions for NextNode .d.ts resolve
6771a733097b0cb077a9630fd4befb60cadb0f6e,"docs(tasks): fix review finding — TaskId JSDoc links TaskService.start, not the removed register()"
67e038ab3afc9d40e677383508ad5ccd7c66c038,fix(subagent): align ACP diagnostic lifecycle facts
67ef355800f56fd7b862008595bfee40db710a02,refactor(cli): inline source launch script
6825918eaddca6bb7113f5a889a95ffc9f386470,docs: finish session simplification prose cleanup
6845e038a9274cf7569d1e390c65e1c0b10c8692,test(snapshot): refresh request context fixtures
689e926c0ad55bcf94704fdc9749114d3401a6f6,docs(goal): structure tool model experience
68b5c716b1265590f5f2936c33f9760b12c8d1db,docs(catalog): refresh AgentLoop source link
690ca800b47c1e319570014b99551b36c5e4b659,fix(test): assign goal e2e to host program
691efb0025bfeeebd3aca9fe833aa01526aa960b,"feat(gui): add 'edit' variant for tool row, showing as 'Edit · path' like Read"
692ef8e61f1ea34cc30e0736c48a951f3dcdb693,test: align headless replay with model routing
694b0783650d765449d82b37ca3900c904a11769,docs(subagent): update package READMEs for the activation lifecycle
69c36e4fb5a6bceff4f44a8ba81ee8deb68fc1e8,docs(subagent): name parent session lineage
6a02570e8fb64eaacff0c7740541088cb6772ec9,test(web): close rebased subagent coverage gaps
6a02e2c4a95fc149050f27408e867d283a1aae38,chore(subagent): refresh Claude Code runtime
6a34a0dd4b2f8d454337cc496098c8874ccc9598,fix(subprocess): isolate Linux native target group
6ad289809bdac10c873f78fc791231b37ba5cf01,fix(docs): keep upstream clone instructions
6ad4b4fa42eaf296a2692c4e0886dee02cbfe75f,fix: let snapshot recording create fixture inventory
6b3e97180566685831e54eabf9c460879eb1bcb0,docs: remove implementation narration from prose
6b4df99c44e95ab0ae1a0bf43e6b75e9c7f93bab,fix multi-query web search review feedback
6b59b6050e379de30bb8f53bbc38172f8ffe896a,fix: preserve ACP scenario cleanup failures
6b782b018927139ea07e5907488b0b948d90c813,fix: bind stdio to its exact fresh identity
6bae03dd692d777c84552e1d21ed01185dc9a582,fix(subagent): preserve Codex failure facts
6c57e6036d3d330415aada4b2bf40212ebd3ae64,docs(spill): clarify forked spill namespace
6c887e8bcf69a724c1e334fac1efeeda2da33921,docs(tools): refresh generated catalogs
6ce5628bb140a40f5540eac2cbcc821ed8822cf5,docs: tighten PR guidance
6d49ac2ef692f51715ffec4a7b7ca1cf87c382f6,fix(subprocess): align runner bindings with current types
6d58953f30a49219b48f66431f4080e0be1c67b0,fix(token-meter): close projected usage review gaps
6d8095825b9bb1ed7703dd011ef0eeb98b7170bc,fix(subagent-claude-code): tighten provider evidence
6df3ef4f97a145adef0494118012d33097dad945,refactor(subprocess): pass runner pid to liveness probe
6e1b8eda773e0edf0a4b40ed363553e8c4f2f910,fix(subprocess): preserve runner result boundary
6e4fabdc1f329bbc34ab3eec671a0cf68ba87ca0,fix(boot): stabilize profile module fallbacks
6e790b95f25287ea984c8b44cd2d312b34db6459,fix(compact): complete master retarget integration
6e7b152de7e3d4c5e19b974220e8dc9b1da977f5,fix(subprocess): preserve native runner contracts
6ea7d7af53138cb5b28a8bf8dff147382e3de4f8,ci: parallelize real-api e2e files
6eaa6073a25cbc1b798a49b5e0be9b6d196d86e4,test(code-runtime): stabilize slow-binding budget case
6ebc7313a02cfdae744e1b9d44c31fdb3757c700,docs(agent-core): correct invariants limitation
6ebf8d199d35bcbfa7a1648ac6ceb7123e4c28c3,fix(subagent): preserve Codex process exit facts
6ed3cab9b58fceaf0d15608c0f8a5ddd0e7b3419,fix(subagent): preserve Codex diagnostic ordering
6eddf38a77d1e88c52530c64555124e1fb47788f,feat(acp): enable automatic compaction
6f002007b08896a3641b3285d3bbeb42156a54b8,fix(host): pair metric agents by lifecycle (round 5)
6f4f459c73b336d0b82ba88d7e3b895e345f697b,test(goal): cover terminal update validation
6fc2cee8371fe70ec7eb6fe6f4f60137e863d78d,fix(fs): translate listDir metadata failures
6fdd04812387ea8e53ebaaf453bb7cd302efb05a,fix(agent-loop): harden lifecycle edge cases
7016ad93deb203e28cc306f8e88e98bdd69215ff,refactor: make lint workflows Oxlint-only
70597eefc421ba8e0fa03ccea5b211d0b8eebf8f,refactor(cli): call runTui directly for TUI modes
706b9c95b1571f4a41ca011f9ada605b870c30a9,Harden nested project instruction tracking
7091e0db74af2e703feebe395d846a6cf660d540,test(web): refresh search snapshot after master merge
7094608c5049ac3f1c96b67e3afd1dec04b738d1,Update goal RFC rollup for current app surfaces
709cc7200eb2b3ac64090c67833a25a367a1b3df,refactor: unify agent and session identity
70c6c0ac39aacf14ab0b627319b192fd1ca6f03b,docs(approval): qualify audit guarantees
711245821bf51ddc786e5fdd96b16a85dd15e799,Handle corrupt JSONL sidecars during list
712d481bdf8c804d3df587ccf9aa066b01d80f71,fix(bash): classify signal-terminated background processes
71570d7becc259365705868219163c23e14190ff,fix: address codex review round 1
7185a62d58dbcde3c327d4c8c3f109990125dc06,fix(subprocess): harden native runner lifecycle
7195d9eda2305ad08e2f5f02e5116f69ac34ebf9,docs: gate concise model experience summaries
71a5c3fd4c57b86a8f26dcc5d15c85b648e3afce,fix(cordis): reject lossy dynamic schemas
71e27e4667c97c901c6ca5d145e4a35a1d212be3,fix(subprocess): close native lifecycle gaps
71f5015c6108835545f941eb2bf630420855bb43,docs(code-mode): clarify result content ownership
72166dad0388f7da13db4e5313075b7ad82c8e67,Clarify doc budget guidance
7228c821b7a881d6cadead1033294733354ffb72,refactor(subprocess): centralize stream settlement
72693a346e54771ddd26ec9d8736783adc5f3344,test(tools): cover adversarial JSON containers
7278fc21d8bfad12124fe876a61f5a6cc0ba5bc4,fix(session-persistence): handle Windows directory fsync
72884ec430e131581891f17d50625a62e79d3641,fix(subagent): merge terminal and process facts
72a73078260f5d7d3f8e7518b1095609c03dc51f,chore: regenerate module graph and refresh composer goldens after master merge
72ae04abde84856bf653989648923531cd7fa632,test(subagent): cover bounded Codex stderr tail
72bb02e68e9de94282145a3953f6ccece6e4734f,refactor(workspace-context): move package to context group
72c83c771a52186a4971f09b5863078d7e318ae4,chore: parallelize pre-push gates
72cb49dbbb90907cc5a8862d65ad6e1dbcfcfd67,refactor(subagent): narrow Codex runtime ownership
72f8f4733532d5674eba06dd8e1d71882967477b,docs(subagent): land the continuable-subagents note and supersede its predecessors
732735b27fb23fe90ee7f6c9853c7953b8879fdc,docs: align default fallback test comments
73ad649c6aeb39cc768d2110f28e3811e69c4059,fix(goal): align session-stack lock importer
73e3f658c609a5b43e2acf292315a0260d87b36a,fix(persistence): bind JSONL identity before mutation
7407c26bc1690cc084d72ccff68a967370bda943,feat(sandbox-policy): expose current file policy
7428cdf41e8680d949ae173f3fd6f39b9107e56f,fix(subagent): address codex review round 3
74f2ab90e1235b739938f5f36a16d5788c03a9d0,refactor(subprocess): derive termination state
7503fa896f35cb009781706ba316e7935c67e0e5,fix(snapshot): pass refresh context in SDK snapshots
751b970997fe340340ae9a2176db2c46da159cc2,fix(web): align queue panel with responsive composer
75838e10b557cddce53f4793523c8ec1166e3972,docs: trim generated prose
7586caf2dd7da5920daf484256bc5fcb983f1668,docs: clarify Node CI matrix
75b8eb08ba4936af9e1f6a495d9ddbbfa165d589,docs(subagent): qualify startup cleanup outcomes
75cece4b926862105412eb85af395534ab877fb9,docs(subagent): finalize named instance guidance
76450b0c5589237d488f4406ff88b25162e49bc8,fix(web): bind prompts to plan selection
76547dfe0cc7b1db2b6cead44a7f7f2f78b53550,fix(web): restrict message forks to completed turn tails
765b360e264bbc7f781b3050caa759f46cca0f7b,fix(host): fence stale metric completions (round 4)
765dfb217414295a81e0609fa704ba64316e52ee,refactor(session): use one surface manager
7677d49c9346663c52977f94546ea40f6b07bc7f,test(snapshot): cover session-scoped sandbox roots
76796df39b2bd6a461c31c8f0afbadab0b953940,test: close the two coverage tails on the plan surfaces
768c79fd45e01987c77aa49430617fe96b9a0ca7,Fix Code Mode workspace context propagation
76b3353452fd46f2fa27453d18985fab994d14d7,docs: call waterfall interception short-circuiting
76e185dcb6ac69376ffc33e27cb9e55344aced3a,test(cli): isolate lazy search startup smoke (round 10)
76ff841279a0669f7046c563bcdb352ddbcf24f9,docs: keep continuable RFC self-contained
7720b2258d0d07e7feeeef39bcc64adf8518e274,fix(workflow): preserve precise completion focus
77211b1c262b0bdfe147bfa2ed67aea958782f8e,fix(subagent): expose startup cleanup failure facts
77479f5ab0dbdd6741deb7181183dee4b3243279,test(queue): close CI coverage gaps
774ee34b9ad5b526c6fc221fad605cb364e06ff4,feat(subagent): catalog one-shot child sessions
7786ff9657045736e60c2ef670955a987677f822,fix(host): await cancelled cold-summary batches
77ab82a94c2f98908a4f46ed2bfb61eb65ecfa9a,fix: list skills through fs seam
77df80359a40f8b4dfdf69fcfa0dec40ee23d041,docs(session-title): record contracts and generated catalogs
7809236236580edfea2e70a1f02a5c5104ee4222,fix(code-runtime): capture worker error intrinsic
78560dbc917ce906ca631f56a44eafbf2c9557f5,test(commands): refresh ACP goal lifecycle snapshot
78e57ab53e9ac175f9c6321ced5fe35a7517163e,docs: record PR label taxonomy
7a1c2779a701737f8527e7291801dfeaca35ca0d,feat(retention): add dsh-retention bounded-output library
7a33ee94be9f4338369f388c5efe3deb4965b50d,refactor: remove agent entry mirror
7a5886da2d02c9be768adb8a724e881adb5999b9,docs(rfc): record follow-up cleanup seams
7a9177d624ac06830a1d242c4a969ed0a97acd64,test(jsonl): pin corruption and storage-fault rejection
7a9c2ef4738ce11b8c9bdde4ce65ea14bc022f61,docs(core): state loop initiator precondition
7ad08491551f96b0ddedbf8f390b26bcfdc8ce4f,style: migrate merged Oxlint directives
7aee299bdad88af70f9fe6b38a86e9da287c55f1,docs(compact): correct pruning surface contracts
7af8f980801fec5ae334bb9e583d62ec3775398b,docs: clarify local gate cadence
7b3920801b8b891d2b23240f16a92ae37703dc35,fix(subagent): deduplicate activation teardown
7b539a0f8b3d6e04252db5517ab7551aca6512b3,docs: align model experience with runtime visibility
7ba4244d6671d5b7b2fbcb5904dab70a1e3dc5a8,fix(subagent): retain cancellation lint rationale
7bcae0cd64c3cca52ba1ee3ed846138ef354d307,feat(core): add agent execution context
7bcf5e3fb035613b369adac156beffb1a807aa09,feat(cli): enable Node environment proxy in launcher
7c2fb0a6fe9d4edc14d61028a18d9f3b08ff0573,fix: keep Code Mode result cards complete
7c55ec9038902fd7a3a2c531927ee93317ea5444,docs: condense recovery architecture contract
7c62fa127bba63477f21618c7a435c91d1aa4578,docs(subagent): describe Host-only stderr flow
7c90422f345688ca84c65acdd86e24decc55782b,fix(ui): harden TeX delimiter parsing
7c94659ec4d73d13dad20d66bdb7d465e2624215,docs: add source build prerequisite to plugin tutorial
7cd486805627cfe097b841bab03fcd968229450e,ci: split primary gates into broad lanes
7cdf36dfd057dbfc51238069390b6972eb88953c,docs: require appropriate PR labels
7ce330f0e4d0af6c5c37279c1e54e7e285177423,refactor(agent): scope queue actions to edit and remove
7d08e43720f9a2f0e4123271ecbffe6d72721d96,fix(web): address steering review feedback
7d30a39619635efaa2ed6620a04999cb88762142,review fix: simplify Claude diagnostic evidence
7d697315f67f1f71cc41558b846c1be08755afb5,fix(mode): apply mode flips before request retries
7d6ef0a47260a096a7594e54c797fde9e1ba8ca0,fix: contain config failure observers
7d711c44a8a6202680f2801ba16b391858715163,fix: keep remote subagent ids parent-scoped
7d7d69e22512b10322659c247ea6a2069f974eca,review fix: cover post-cancel replacement
7da7d5784dd286457608dd1a854f76f5cbc0e530,Open command menu from composer plus button
7db9a6c78039b0324acbc89a0df1679f975944fd,fix review findings: document ask-user recommendation convention
7dd6436d52aa59f9b58c927f38a1076a12cde85c,docs(subagent): scope named guidance to Claude layer
7ddbbe20950a545a34325f73c131874b14a702df,test(web): align search golden with latest master
7e234bb5b9d5a3b0c21e1e3dc08dddecbadcf8e1,test(ci): stabilize required snapshot and Windows lanes
7e5d5795a53e017ce3933d3d374dcfe71a60a549,test(sandbox): adapt scenarios to latest master
7e77fcb52b6a9616bda6b39782a8a8524a7f5f59,fix(ci): stabilize snapshot checks
7e9bf9b951913b1c5d70b5e94e22ccd8f60bed76,refactor: remove impossible ACP drain branch
7eb203069c9995ba94b2808bafa64fdcda87274d,feat(subagent): add Codex non-interactive permission modes
7ef1c458f062732a5e98f0b3b107b9a38c4a8dc9,fix(win32-process): close PR1 validation gaps
7f0b8a7e87c11b39010e0e4e703ca3319e350d2e,test: measure live web streaming performance
7f2769c529b10a6d174447555e02aac29666e0b7,docs: address latest simplification review
7fb9de99b5bace643816888f5af6736da8c15187,fix(subagent): close Codex failure result gaps
7fe915f82b4f9329f1c5c6b9c408025d5683be8e,docs(tools): qualify default result limit
7fec86d6a1080259eeb787b688f182bb67d02006,refactor(subprocess): derive runner execution plane
7ffac135a6e9fa7ae1f96a2a26c82eea6c3e4e0f,review fix: disambiguate steering checkpoint timing
800e08e9308ea558e96bf58069e7e2133198627e,docs: refine package hierarchy RFC
80179a5ed0c106af81a6a0230b7ae55bb655e78a,docs: address simplification review feedback
80358aed9f020b30d978a24d99ee6aad8f0100a5,ci: parallelize github workflows
803ed4bd9547ebc2fa677a473cb95884d7baa77d,feat(fs): add directory listing seam
806642b064251640e14bb8aebd47ce49e9e736a2,feat(team): add experimental Agent Teams Web profile
8067701b92982877005fa0c6f567f7aa6caf9300,fix(subprocess): stop escalation after tree exit
80a5dc935e377cdeb0c0dd1dc0900341b148f8f7,chore(bash): record background failure-status debt
80b07984c4c43769324760a3c58190b6f59efc6a,docs(web): codify credentialed redirect policy
80e033efe5d4587bb72bac1fac7c19f1c90d7c10,fix(team): address Agent Teams Web review
81257defd2f014489c09f7aa5e3680a3b497fe96,fix(subprocess): preserve clean Windows runner close
81374783d3ee6c2a3ad95d6ed3ead8af1bf71895,fix(subprocess): close native runner lifecycle gaps
816b6e4c68e26c38c4ac0aab1cad3ee14714a510,fix: restore exact config sessions on loop reload
81ca81e23dea201a92b9cc6de38dddf5d8cb790c,test(tui): stabilize snapshot workspace width
81cdebc5315dc7764d11992c363f88a27a4bdcd9,fix(hooks): require invocation signals
81ff2894ca63c1474d68829a4df98bf8b2c4f488,fix(tui): bound diff rendering work
820bb290357f2918a6d35fff0357ddf9b01dd7d3,docs: sync repository removal translations
82218e0c364c74322d269e33ba74dac0ef73819d,test: refresh translation prompt snapshot
82637524a3bf4192ac449d6be034a131f991e371,fix(snapshot): stabilize refresh volatiles
828d6004ba35737a5887def0ce3c32b1c84b77ea,fix(sdk): share generated session identity
829e874ed2d42fc0dd2916797384b540511b3f06,docs: keep prose rule within budget
82c0d1fb7cc291196bc3fd5733dfec867d84dac7,test: register JSON-RPC artifact smoke
82db1515fbbf3c161a62e6a989d4e19fca6dde85,fix(sandbox): isolate bwrap PID namespace
8344d64363412c1b65b96596c1f0401eb513eacb,feat(subagent): default continuable delegation to background
8379101e3b3b8ec8dae43187f89a860e2e9fba58,fix(code-runtime): keep worker helper private
83ae7046f2fc9e8ea953f392feffeb5fefa0391e,fix(install): preserve pnpm version errors
840e5eaa4062a44bba3e060fa8c23964fd4d1952,fix(web): address request telemetry review
84255e1d7157e8fd6c2becf8f230a198043dd08b,fix: ci
847c13a11700e3222c58f00fa96a5e2cba29cb0e,test(cli): allow Windows help smoke startup budget
84a9b7374c2a85248fdcd268b6e4dc98141edebc,docs: propose further simplifications
84ad8866d7fc5c86e9dd2ff0e85c716c67d397e5,test(snapshot): cover workspace context transcript
84b15efd854f606dbf2ca3fd922774165742ab16,test(subprocess): harden host-exit cleanup fixtures
84f752234d246afd604acadd653620f7d6cb5541,test: make LSP canonical fixture cross-platform
8500974fd466b2faadeda3c95cf9574e1a934a74,feat: unify JSON value schema DSL
8505d61f6965e95f330f09828bb420479891d9b3,test(sandbox): remove duplicate failure assertion
853f4d5cfbd7dd2cb54626556f8f6c80fae37e18,refactor(subagent): drop host-user authority and split lifecycle publication
85b8484a95cee01336c3d56c9bcca480b94e62f3,test(sandbox): remove stale export assertion
85c658b0285015e84d8764f6fc51eefb7f6d6fe6,fix: drop retry dependency from pruner
863116daaf406d3fc6485be819bcba0fc3d275f1,fix: retain dynamic tool schema defaults
865d7de858906efe41e3cb2041ad83fb542bc688,fix(code-runtime): drain late worker pipe output
869f94d9d85e9a1db03afbb7c670fe608c93f5a3,revert: split hook transcript locator cases
86c51704cb1c5044400fcae25e8e11a87934ec01,fix(bundle): exclude product subagents from base
86e79b5886dff2f367ba630f65c3ecd6743056cc,test(history): label synthetic timing totals
872cdfc774c53e8fef4f5fa682914d217cf3bdf4,refactor(llm): clarify request context immutability
87a4aaa32e95bbe3e7f77df1847a304b87ed5f6f,feat(sandbox-policy): describe enforced file families
87c5b551228be2c53d93bbb913d3788947b897a1,Add dynamic project instruction loading
87c900dfb2a8b73f153828a01c9fbd90cd962311,Document compaction result diagnostics
87df09e3c3766edaa1ceb70c049d46c9cf0e8e7d,fix(tools): isolate tool schemas and waterfall failures
87f4e0b28e621de4c84bef11b895070b3c73efec,fix(session): identify intrinsic JSON prototypes
8829d15b8e252e9bc491c5ca0785a3ca570c00b4,test: update Oxlint override fingerprint
88521616623136209e6d4af7f84efb519e63d629,docs(team): link deferred Web preset work
885f1ed1acb9a91fab8256e8d54e67995bc5a25e,refactor(config): centralize DSH home paths
889cbd45f1c4da1114366a4d793d15db2f11f324,fix(subprocess): order runner stdio shutdown
88f913a9aeb3e84490e995510fe29696995166ed,refactor(subagent): merge continuation control service
891e9035e7e792a8c13bb91fd3f4fab342b87600,feat(web): add basic past-session search (round 1)
892577ee526545a40ebeb612f753fac2758fad8d,test(llm-retry): cover incomplete retry predecessors
89416002736122864b0eb1530350ad78ef090b26,docs: expand simplification RFC implementation plans
894f6aeb8ad455308465354ce9474e8f287a322d,fix(subprocess): contain escaped descendants with native owners
897dc82d9b47adea3af5134bb409cb9a8fa2f756,fix(mode): stabilize plan-mode model experience
89987f0ad4615ef4b4f8db3854dc30c542dbe614,docs: align one-shot demo prose
89d8d5678586a8fc25f1ff38c2f88d37e0a15ff1,docs: omit model experience for generic packages
89f9900be1ad5d5b02c376c9dd61eaf9bc143e01,fix(goal): preserve interactive human turns
89f9e4fc2109d7163461f0ea0f6ed771809dd9e1,feat(fs-search): hide grep glob without rg
8a334c4d496e4585867c5452821635e847bf7ac6,fix(i18n): bind localized links to active pairs
8a518e353b8f7206279367040d729b2039ecd17a,feat(web): rewrite subagent conversations for FIFO activation
8a6c3736e4adb7da1db40eb6d3ab26a1ee0762a2,docs: separate contribution links from license
8a7bb03aabc514b5d7a9b799dd483cc057657a4b,fix(persistence): reconcile project session layout
8a8c1965d7538b356b906e16112f53ba2d4993e0,feat(web): show durable token usage and context occupancy in the stats line
8a8c2164fdeba9ce96897a4121814b3957a33202,fix(code-runtime): harden captured JSON boundary
8ada835396a021a7dce8f72d6b025dcd3a264c15,docs: remove links to private subagent helpers
8ae6e1ffbd61d7fb64801962649d9a11568ab011,docs(architecture): retain canonical output budget
8af3babaea4ef50b5e19a81caebf56dfb1ed268e,docs: rescan rebased documentation hierarchy
8b0a7a5d8ddbb6f8883296601f3c08e507d2b025,fix(subagent): close stacked catalog integration gaps
8b4cbe4293c4c28bb9662dd24ecad0e90f4684dd,feat(system-prompt): cache dynamic policy context
8b81d77d54ace076659247a8f848bb03f6fb2dc9,refactor(subprocess): use mode as fallback warning latch
8b86c3febc03d4416b1e2868f04511ff9d1720cc,fix: stabilize spill snapshot path budget
8bb19f8f7fde89c000aec038aa7af7a5a7b5239b,fix(subprocess): close containment review findings
8bb8ac8b3c079bfa1555e3e5c120d2d87506bc7c,docs(tasks): condense background task prose
8bbae77ae6b917433b1032c7a9c28af5be6b9611,docs: regenerate module graph; drop unused devDep
8be096c540c6b82187051eab9febd461a46e4fc2,fix: preserve master bash guidance wording
8c8b422f1787233bf8485982bb92f206734a9e3f,refactor: prune bash implementation surface
8c9cd4c15d5e7f5c8a7d6626a3ae8de592520661,feat: optimize subagent list children query
8caf9231967a4761d6c1cd31ee5516f319864969,docs(graphs): verify mermaid syntax
8d35092e267102827a3153d0f113f838571e7b34,fix(examples): isolate headless agent example
8d3635315738ac45d91fce35a32ab90e2687c090,docs: archive superseded TUI path note
8d3674695ba708d90719fad504357c1897fd7fce,docs(i18n): localize Chinese internal links
8d5dce182406e8754a9b99159f42e2ac7400d043,docs: condense package guidance after scope merge
8dab7d2f92e9ed7a66408171c653944eb04dfed1,feat(web): seat the plan control on conversation.input.plan over the projection
8dc78528818b403659c95b8c4dbb9c90af241825,refactor(subagent): observe ACP direct process outcome
8dc91d2c00f231d14b962f27b6a6143f36258add,fix(feedback): report shared anonymous user id
8dcbabc3a45d78565aba5650162d8e0febd9be85,docs: refresh module graph
8de33e42f7833194dec1b72530c1bcd184edfefb,fix(web): preserve chat scroll ownership
8de47601415517df190187c420ae2b528d470e77,fix(host): fence metric teardown reads (round 6 review)
8de6df19d9763491b0a2c47f026909853ae9ed2a,feat(workflow): show durable run records in Chat
8debb798d8c2d82d671183bbb07e05f2961f5291,fix(subagent): bound Codex process settlement
8e3418e925ecc4ca7992b64d924201969b370863,test(workflow): avoid unbound view builder reference
8e366c3071f88d4c66c0bfae0fcbea45bd61b78f,test(tui): snapshot semantic terminal state
8e37abb6c9dffa1fa2d5a24d05aa9eef4dde88e3,docs: refresh module graph for unified identity
8e4a1b3396c1023e5b28f22c09c2191027883108,fix(subagent): keep Codex provider opt-in
8e4f6662388963c02832262a6e086b42f24d7059,feat(plan): add direct plan exit command
8e7cf8cc10c3559ded0ee7f93f62d14ff5f18ad4,Update ACP launcher example path
8e9bac4a27e70dc51153331cbb8b60d46fc3bb38,fix(subprocess): align native containment contract
8ea88a589b4abaaf9ee81103058e5b9802221263,test(cli): cover shutdown timer invariants
8eccd5416e58d1ea63f6dfb411a247ff6c272ced,Document restored compaction result fields
8ef28f76c079c381ac506b04438791f257931537,fix(subprocess): preserve Windows runner spawn semantics
8f308023a2c8744dd4cb5ee73b940616121ea5f9,docs(workflow): align disclosure lifecycle evidence
8f34131f01258dae6ba980336089f18c7429c804,fix: restore unused suppression reports
8f3613c4b7d34f4c4ad482f0e73fe053effcb4aa,fix(subagent): close final continuation races
8f5ea04c3fe6369fbd13aec1bd204841836d2f2f,fix(tasks): validate owner identity and brand session ids
8f9262edc3709caa286a8a5ea2dc0547aec45e6a,test(web): refresh snapshots after master merge
8fa6ad9132561c66c3016a024a4b1a6c1d141db1,fix(subagent): preserve Claude spawn diagnostics
8fd1201cfaa15b8215f4d62b3dc664e616a504f0,fix(code-runtime): align worker JSON snapshots
8fd2f0a813864045cdaa061185e31d7febce7ada,fix(examples): follow vendor package rescope
8ffcef7db9ae4c1c809950a8f7bf1424a9ec1107,test(snapshot): split pinned schemas into sidecars
901315d8ab0903c2f4ac1f18401fa9ed98f05b4c,Preserve instruction symlink guard through fs seam
901bd575e1786d1a8f7d12e54fdbf435c5ebf21a,test(web): refresh web aria goldens stale on master
90220b235fcbdc506c6106a4c33cddd3faebacb1,docs(core): describe the public loop contract
9028c9b63b6c3ed1737c168ae5e1548bab064668,fix: contain ACP update predicate failures
902926c7bb357cecbd483d26789fec76f04aa701,feat(web): enable default search and fetch
907c6334c112a976d7183734fc47c73bf6cb6856,Remove Knip from repository tooling
908f1afc42c583a11e9fd280fad2c1cddc99ee69,ci: skip
90adf1003f39f92381819c27db2a3f56ca615ed0,docs: refine simplification audit after master merge
91075e010ab641a3cc236881d0713f68b27e8191,refactor: hide llm adapter helpers
914c7e985893541afdde5c74a2c2d00574626e3d,refactor(persistence): share pure backend guards
915c727e14ceeb0b3bcbc696ca779d399c555fce,review fix: distinguish checkpoint settlement
9163f6129947b4f908d785968fe3c9dbf963144c,docs: include JSDoc in website API markers
91d7515fd82080cd4dd2c169846f644138168410,docs: add development setup guide
922e2f913ef18236543b049f533e76bb0d867ebf,fix(llm-pi-ai): preserve harness adapter contract
923f919b49a6cdc3923c98f62225de011eb5b451,test(subprocess): remove Windows cwd recursively
9241ac22af33877dd55d4c506b0df4de1e3dc333,test(sandbox): preserve rejection evidence
928c99876e8e3a66a730f759236525f7944a4a0f,feat: add optional dsh badge skill provider
92bfbb86144a80ab3d4858a446a7a987dccf225f,docs: refresh module graph
92f4a3341ec8962cef9318d10d5390e3d4fd9d39,test(snapshots): record canonical diff metadata
9339622d3b6da4070944ba10bc9eed2bb121fb25,test(acp): snapshot system prompts as Markdown
9366baf39fd84f169e1df7f42048088b5cc0c790,docs(acp): describe session terminal rendering
938f08752dcf84933af46e4955e9257afd0d9742,fix(tasks): reference Schemastery compiler project
93b0451ed5f36c2f04d99f09f2e27a6c3bff51cb,feat(llm): send DeepSeek user identity header
93b4b98ef3f626f7d83dc14f4b5734521f5469a0,feat(session): optimize SQLite persistence layout
93c0032216fa51ce4f225f5bda3dd615317d565e,docs(subagent): document explicit product provider opt-in
93c11689e71e562e4950e604e93e913afb16af67,fix(subprocess): address containment review findings
93e858faf969881c49e4fc3dc0e141b5527e542b,docs: address prose review findings
941b0411d80fba789bdd237946d406593ee13df9,feat(invariants): implement package runtime checks
941e5c506178681f33b4192dadfc0d622a101201,feat(workflow): let users control run and phase disclosures
949ee03377719aea96a26fd96ba0bc284cf740ec,test: cover exact session restore failure
95065330d7c743f657a8c96cc8f7bbbea7967e41,chore: share README gate Markdown scanning
955a12cca4921a36bacf856bcccc240073c13667,feat(web): steer queued messages into active turns
95a995968b6bb6a6b7f50a2faf1a3cc47ba5b2e0,refactor: migrate linting to Oxlint
96055d1763d6ef954d1d6f61a76c7790ae6702e5,docs: rewrite architecture intro
96d6853a9614e529aa380ee18b88aca4013d68d8,Preserve Claude SDK child environment
9704749b0139cc539945990a2a00f36d49b1d3ef,docs: replace vague provenance prose with recorded facts
970b4322272e566be65504c5e799678f0608f1f4,fix(plan): commit an idle selection immediately
9745a0d43a979d34c44c2a42d8a485d03a25de71,fix: reject empty configured session ids
975afc9e474614bda566950f1162aef1aea48737,fix(subprocess): release Windows runner stdio
9784d6c932fe20cd5fa50b51f621b32bb15da02f,test: register web performance entry
979fbbd96108a8fa6979992a1ac86cd14c2f612c,fix(goal): harden driver cancellation settlement
97c5ca940d449d5a4b164984dc2ffcc6878ef841,review fix: preserve blocked-prompt RFC contract
97e0c9607d8fdc7d4599fd9bedc9dcab078cfedd,test(subprocess): cover native probe fallback
97e3a175ffe5b3a850a00aefdcab3222d083c9be,docs(subagent): include product policy diagnostics
9848fdf93e4cf35e905104152ad6a4eb377b3b7d,refactor: remove unrelated helper extractions
98d4551597e9ad0aac12cda1504aa845cf3316b9,docs: refresh module graph
9912918a48438fade5a9b373df55682e2c9a31fb,docs: tighten agent execution contracts
993550e6c851e1ae05aa7d587d10ae1626ae1191,refactor: remove repository plugin path
994bb4b07c261cf031c690ca15ee28cfd17e663c,fix(code-mode): render deep results iteratively
996ff7a4409e92b26471507395937344bf22c847,test: refresh translation prompt snapshot
99a203f445f4db36f97e69d1a7b00f8bfc497415,docs: add simplification discovery skill
99a778d63fe3d2df11a5e608a649021a09a6b1e9,feat(subagent): continuable background subagents
99b5f04c9bb5ff2ac78d9cc30ce22d65a181c097,fix: use unified identity for bash ownership
9a25e44fbb4c192ad1912fa504d9b71e19820f36,test(agent-spine-demo): wait for exact agent identity
9a6914d845039ca4f8190f47fc03b159a424ba72,feat(session): add out-of-band log appends
9a69feeec0a55abd04f9653d4c70a7d1eee92eec,feat(web): add plan mode controls
9a6c94cb2f5e055caad1972ba1fe8ab9f05c0021,fix(sdk): gate prompts on route initialization
