merge_hash,subject,non_merge_count,non_merge_hashes
1642b8f7d2e3679e1dc3c01941919ad9a96dbc1e,Merge pull request #925 from deepseek-harness/codex/web-queue-actions,5,112b0fbad1a80de70c6b9bec6fdebf0e4ac884af 77479f5ab0dbdd6741deb7181183dee4b3243279 7ce330f0e4d0af6c5c37279c1e54e7e285177423 f893e2281dd3187328427f6463dfeb8924e1fa1c ff570ea04c7580385db02ed68c31dd26da9235bf
2a5380627569827c7eb0af1a225b80d01769a640,Merge pull request #885 from deepseek-harness/codex/migrate-to-oxlint,13,0659151cd50e597fb96b7773a9613038c6a907ab 203767cd3725405a79a58764ba572ffcaa7af3b7 50350088f9b32297f6e1cc6c339169dfa390875c 59940f086311a5af6c52eaafbbf5e3151cbf0b65 7ad08491551f96b0ddedbf8f390b26bcfdc8ce4f 8f34131f01258dae6ba980336089f18c7429c804 95a995968b6bb6a6b7f50a2faf1a3cc47ba5b2e0 d29c5e0c07aba60a62964ecb9b657a6cbf076b40 df9608c43dc6e34e8c31aaccc4a64838ebe4c0dc e673524976bb2f5b0483be26ed8f686bcf69b38c e91ef39f5a90bb0de62b2b09cff70cbeefc62418 f7ee0bf0fd13b8c28c138d0bd8e95e8162100b89 fe5d0001ab3d351e1202aa602a38bffd60b01618
707bd8bd5d29bef3a254dc3a946576421be6475b,Merge pull request #840 from deepseek-harness/codex/allow-rewrite-pushed-pr-history,3,0e220ab566cab2577b3cd95be02df991db425254 32774d5ff367b34b57b11eb51f7cf0986ee7e707 9f5b639a084d0689d32892248aa6690c4aee5748
1f242753ec95ec9e7fcc86266002394deecdfb1b,Merge pull request #590 from deepseek-harness/codex/web-plan-mode,29,250d90d481162b55e0c72b262fc50df4f2f8a74c 2ecc89a1867e17383f93f5f218ddf3e4ac5616ed 37f34af15ff248e7cd2b8d6cab4d88d65c60abce 4cd4c118712be7bd27e0cd2736ffec6135cce402 4d0c0478f643333b1ab9c3c98192190fd974ba0f 64742d3d301006c36c8f2160926f51e81645fb95 76450b0c5589237d488f4406ff88b25162e49bc8 76796df39b2bd6a461c31c8f0afbadab0b953940 8dab7d2f92e9ed7a66408171c653944eb04dfed1 92bfbb86144a80ab3d4858a446a7a987dccf225f 970b4322272e566be65504c5e799678f0608f1f4 9a69feeec0a55abd04f9653d4c70a7d1eee92eec 9be6419cec1a1df9d394c209c1fe1d7347d63d9c 9f7919d89463614395cdfe5e789acba8cf9c9211 a0748ce5608f5ecedfc1f2a1ac5305806ef8a988 a39bd9035ecc90a10375f4bc5e89a6f03c3c48b4 a40e0978da46e7029a822efb3f73055172e9ecb7 a447e26272c6e9114f71f53f89d7a78962fb2367 afaa9ad828cd9c31afbccd70cdb8c04474cc1143 bc63b5fe00b86c9eebef18b2287d8b4ef776b5b9 cb633fd357b0a19674f2de884657a242758d9f9c cb8968c80e0fd50fc60388e8049ae4d716d7c9ea ced6ab9d14d689dd13eb7b6c19ed41d82b0c6cd6 d804c9c94d3e875802ff68acef5b72b4f10c20f4 da68c6b401e3151f92f9ac5349f2788b6a5f2b67 e90b3bc5a2a217c55e91989b9500a44e1e872f64 f0f1966c97469129548372d9d59f2e989fa60e89 f741b79e54e2234d9e896f4035387a547f2f39ff fd8b238d94dae80151b6c78ca19928d7011bfce1
6c6dd37d4f93d0c829642d0c2ba1a649f56b9bec,Merge pull request #741 from deepseek-harness/codex/ignore-worktree-directories,1,3aeee114656c0570ff0f045e26d0407b2e8399f7
547c0ab55eaf3a0f488c4ed2ae06bcd8e35b0a83,Merge pull request #728 from deepseek-harness/codex/fix-acp-snapshot-refresh-volatiles,4,5eca318cdc1ade876476cb3fad75a89626457227 7503fa896f35cb009781706ba316e7935c67e0e5 82637524a3bf4192ac449d6be034a131f991e371 d28527b91fca94c3bf4dee19ebcf739afecc762a
3994bdd5b600ee34c6b91351b1cccb4542cd0723,Merge pull request #717 from deepseek-harness/codex/bump-pi-ai-0.82.1,2,4866a76d8692af88ef7523781fc507b64dcf3abf a7a369a7beee9720d7c7ce4097c7d0804b685f5d
67dca8c84ce457aa8c6658319a4790d18b672680,Merge pull request #628 from deepseek-harness/codex/provider-retry-policy,11,015ba14bae3bcd817b88636d375add27ee31d6cf 19a1aec89e82c8c37c130fc01c2ee77b0760e1fa 38ce422f71d2d27ae49d107f23009705f16fd93a 4c6618c26da6ff0fe08b1881be31d19ceebe20c4 892577ee526545a40ebeb612f753fac2758fad8d a623ed518398ae9471aea6481ccb286ec7e24d45 b58e33268afa9771e96bca1a565555d519d97743 c1f148ce7f4c1e5e96f50a0f13985ed971a1456c d07e7dd317c14bacf8af244057f328fa4c5c86dd efc725b7e4b44a7fa2198db8fbfea90b896ada61 fcd355bf45cb13cd500dd56aec6918ee627f7060
4c3e4d172f0cdb1e989114d60949018e83e02d17,Merge pull request #635 from deepseek-harness/codex/require-pr-labels,9,5209656086944adcbbf637468b89bb99799c9633 586ccb677ec0abd4cab2afd98a98965d5f570341 5fad2fc93445ae2875048b7009ab2deef6161f9d 6ce5628bb140a40f5540eac2cbcc821ed8822cf5 78e57ab53e9ac175f9c6321ced5fe35a7517163e 7cdf36dfd057dbfc51238069390b6972eb88953c dc5045dc0ae32b0ec15d945b9978109efd75e5b7 fd33a039a2d4c58afc50f870bf7e3e37b9d9c2e9 fd8d93da12903b8c9d8455cab0972ff272f36bc0
b5bba5adee520f12ca0f2c4409a0e94ab9c85eab,Merge pull request #639 from deepseek-harness/codex/consolidate-agent-notes,3,2cfc38fb70c9128c3a80c5a5dd753769cf7ef4fd 3feb05fef83a956e73b0a28057c8cd13bebf3dfd 45034edd1a1816238e6eada2bc03178aa8d770e9
f51f1d6f9e1d550acb44d5e0cdb2aadf7010e79b,Merge pull request #634 from deepseek-harness/codex/trim-redundant-comments,5,12fe458e355115212bc0e53dfec726572a207bcf 222bebbbbe427d31d4009be5f5161cbed54b67ff adedeb70a8f72c0ef88199fadbd0baae980d928a d3b59880616e1f054d961216001bb5800422acdc fac6c35e9a54ef20a2f4d185ca6cbb43a2a0188b
4de92e62af40349a5aa6679e7a013196d11f8daf,Merge pull request #609 from deepseek-harness/codex/session-directory-layout,4,1ffdacb2c4dd0387ecf370b0ecde41979f046126 4e295221f352b4ca507e813a2c410269d5a6e29a 8a7bb03aabc514b5d7a9b799dd483cc057657a4b c14f488b0059311290d90bd916297629517c137f
0b1cd0a1cb9a4ec38565ab4cca44b8ebff5477e8,Merge pull request #637 from deepseek-harness/codex/remove-missions,1,f7447b181dd0c4b010a421590e49a9abd09af094
154104e7624a473917f9544fec742c7c8c46730b,Merge pull request #601 from deepseek-harness/codex/pnpm-dsh-entrypoint,2,1f9c8d66e6ddd7e660fc26ec5dea05c97dc7e623 bcc041829cd1ebec9533bdc167e5a6811d14b055
478d9c17b28bfc58ae182cae7846ef8edf43b3dd,Merge pull request #582 from deepseek-harness/codex/sqlite-metadata-contracts,5,0e7fee95c0a5a981f27a564eaeaa9d9ef032f25e 19b96037f685e7fda01bb4906be89bfbf8287091 352934b9eca194006bc2e7cdeca0467edc89959d dc2ea3a1b4979dab114fdb27f5c5e72515183b65 e54a4ad98699b18f31f6c1b58178a928b8d6dfe0
84e74ff1f0aa80f67bfa94253850ce1820c423f0,Merge pull request #577 from deepseek-harness/codex/plan-mode-active-exit,3,5e8943fd1cf8efe4c99a3f5085f55580692490bc 8e4f6662388963c02832262a6e086b42f24d7059 a7b0e6979732428855fdb06eecb8c4dfd74cc8cf
78b0fbfd3ff9ea646b0c3c8a18e77964f07d1c6a,Merge pull request #434 from deepseek-harness/codex/jsonl-storage-identity,6,0517d7487538331b9468ab0fe1ff6e5f655f48d7 642ef353ece7a0d028b3ec6f4003b2718944f3f5 73e3f658c609a5b43e2acf292315a0260d87b36a 7a9177d624ac06830a1d242c4a969ed0a97acd64 c9d3d5d557afb3f5376c50f13d44e66a451ca630 f4c9e53a2a466abff7eeb463dfe643538d9c2d24
0ac226e077a874d5dedb127efced120da60285a0,Merge pull request #569 from deepseek-harness/codex/code-mode-complete-result-card,76,05c57757109b3d187ed08f5de679a0e0e31ee99a 0708bd5ef2bf45e5d7e3e008cadacac060ac9c83 0852d5ab63b0a24ae2ca2edf91792f10377a3322 0d851adc3e9b64e3935ed9f978a6072ad8a92c53 0ed8e7baf62ee5243ea67e9a864ca2000fd2ca63 1709b8cfee7c00643007e0fd15f02b5eaa1d6865 17b979253222261a5a5ba5122a31ac7df6fa9db3 182e6a28ccc20035cb22c7246fbd67c6e0909c65 1f4f147699e62ece81ea3d13698ac382603f059a 1f7e1765a5e60443c7990136d8d093da6ba4e39c 25d0ef5c6c1a6570ae8eddb6141bc616da2397a2 2623ddbee4ae625458b77fb0fb2594f2f44aec7e 27fe26f8d25ee2fa57f55b7edb8e1d701da6a4da 30bffb5642ea4bc2c56ae5a2afb3bb141f4d3819 34194f0cd5653a5f0e1b55692bac9d20d973e876 342e94d2d0462b1bae72064d1e9f13ecb929604a 379ac32401eb5b71894436dd28b3f88463010213 384cc8c15742e157793179f48dc0db1ca4121e5e 38b4a06a13fd09c100ddc709a849cc162442174b 3ed74d54761e95a09da64b9ed997ab1cee6ee3a0 43a2c0a0af16ad1e85e539bf4976b31e3f416e3c 449e3cf29831d1da2be64ed84418ab2df60a690e 4574340d7a09e5296b1ba25aaa997f28c88eaf5b 4aac1514e4e6e008feab8005b863d7b6a8e2fa12 4afcb5c3c99da7569adbec94868bc3a101c24510 5b36be339d918962feb09844f79f828e2727fe24 60a88114c21db0760f6e95d40d2a62f2116aa5ac 6250c103b675e6e2aaa87ffa42709f77e4ca8a47 625e8f0ed2ed2eabec851f2b9574dd39b89f01b7 627eb6e00bd83296eb4288b7333b4926cc6d3053 63d48593cc2f6d3024289c8269412e0e4b9c7b44 66c36e7325b1a496557a20e9c71c75e01a113692 6c887e8bcf69a724c1e334fac1efeeda2da33921 71a5c3fd4c57b86a8f26dcc5d15c85b648e3afce 71f5015c6108835545f941eb2bf630420855bb43 72693a346e54771ddd26ec9d8736783adc5f3344 7809236236580edfea2e70a1f02a5c5104ee4222 7c2fb0a6fe9d4edc14d61028a18d9f3b08ff0573 7fe915f82b4f9329f1c5c6b9c408025d5683be8e 8379101e3b3b8ec8dae43187f89a860e2e9fba58 84f752234d246afd604acadd653620f7d6cb5541 8500974fd466b2faadeda3c95cf9574e1a934a74 865d7de858906efe41e3cb2041ad83fb542bc688 87f4e0b28e621de4c84bef11b895070b3c73efec 8a8c2164fdeba9ce96897a4121814b3957a33202 8ae6e1ffbd61d7fb64801962649d9a11568ab011 8fd1201cfaa15b8215f4d62b3dc664e616a504f0 92f4a3341ec8962cef9318d10d5390e3d4fd9d39 994bb4b07c261cf031c690ca15ee28cfd17e663c 9a96d7c34198c68f93e9c4128434c8e04d131e10 9c5224c5277045c70eba4f500de2ae4fd8a82a4c a03ed8d60b66b1ab44a816b304853b751158775f a19c80bf6e0124eef2332e0a206ae86f95b4ed2f a552a6ce63e81c6c19c6c6708c4df80182c46b24 aca8162ef21322e4dfbeff4938e546b26e44d4d1 acc628f3afde26ac47168434a3daa4f42351c936 b8aa1507cd913da4eb90701ad1bf9645cac4eaa6 bb6709b14ac342f848905f4d6400a625fb93fb51 c1d7b0df814c2ffe57e53b406e60f9ca69338d19 ccdc6b0ad32090c0e4f3d7e87c072eacb252733f d626b2582de933b1ce3caed1fe539e60d35084fe d6f478488d068f76a064f4130a1604d3e65f8410 e134e7cc38131b0ad66cd691faf877aeeae37580 e1633fbc3f2d332d59b1377efd395438d93f7104 e20dea16292b92545e5941993f6c74efd855fc4b e3112be7626f371679f47995e95d8d654bcbb113 e35a419ba82768c6dd64dd3d2af5538721136941 e7f62ab932aaa2c3694070399122f353f8c4bb5b e9e450a90225ac38c9496f0989fa9de78de9c61c ef2de530ffd597a1be3efc42ef4b21695effa74b f2d86b232e721baff58424e7fd2a01bd817e7537 f3b42fd738580c737fe75f1001db5d1b6bd0d18e fb5292cee5bc462694fe2ffb37895e38785fcbc3 fb74156cf8be8ab6db6258a3d8e0178662a5c66d fc9740394642a9df393982a78d35375adce90cde ffbdabf39c94511b13bb6d89451ce0643bfa1f2e
2c8e013d693c59a54c5169a12fec45f541e26f56,Merge pull request #548 from deepseek-harness/codex/gui-context-polish,6,0301b7fda86d9f52fbc913d177201dc4c220528e 1ba00bf80cbafcaab030d590407cad7da54bcb3c 691efb0025bfeeebd3aca9fe833aa01526aa960b aee859841b8ca8cb5a0199b9510e0636cbbe6380 d7d865060009019f1647a38607f05d664095913f edb999fd0fcb0263c306f1a150db07d667b1416c
2e9afef5568bdab4afa0f8e81af9ca345d5b8f06,Merge pull request #449 from deepseek-harness/codex/session-scoped-sandbox-roots,6,7677d49c9346663c52977f94546ea40f6b07bc7f 7e5d5795a53e017ce3933d3d374dcfe71a60a549 ae98294ec50281fcef557f3176720b346e5920fa c9aa4142141b87a451c97ecdebd0435d60c8b80b d9eef0605150b4491ab881df3dd1350ce5761bb8 ff21f91a394fc5c4256e548da91367d2e94dbb88
562a7f9da26b05e44e430c87107409fd3d312a50,Merge pull request #451 from deepseek-harness/codex/session-title,14,2c36792b6caa1747973aba87c392a922c703741b 5261ebab383a3e33fba7546844bbd023b22f0e16 58dc5f94de7049b21233a9fbcb8bab5af978eb63 5d411f9c4e4c0b74089266d44357595a39ad3d3f 63cb16a540041d0746e37c19953543c6df8366d8 6475e518255b6c70b5994a7ace0ae563beb220db 77df80359a40f8b4dfdf69fcfa0dec40ee23d041 9a6914d845039ca4f8190f47fc03b159a424ba72 9b048354b8e698147cb793f223b5f89f25640f27 a9d518a38ea585e8baf03564c58af0b29f67a1ea b3ba4345f591b76f2c365ad144d76146cb139e1c c622a2881d23630f89238379a3a340dad314b88b d9557fa5e07240d52b6a2e0202f49938e56a8067 f71f96d29229fc43c23ac170dccbf115e050ddeb
26b3717419be7b704d607fd6a37a619227ae21d3,Merge pull request #399 from deepseek-harness/codex/enforce-tool-cancellation,10,2bc4e05a089ca25d6187649f8a997803a1bf5395 3690c5566051b9165c1807c8d6b40f9142bd5345 54aef6068533d3c31de8d7195b8489ff7d0ff4bb 55916f931d10d1d894e7c26467f533065a2bfb9f 81cdebc5315dc7764d11992c363f88a27a4bdcd9 a99750f34128f4d3c2253fd854eecc89fe6157b9 bd1805c637cf2d3ea704d0077384cf58a7ae5cf1 c238992fbbba0b35f7bf2848712960a39e49ea0e c6e1d35a99993127ea9742a651b8653bf50bceb4 e8b95c875403ef7e8ddf86efe8ee93279e6db51e
99f67adb6933c11cd70cf9ec9bce706f04c040a3,Merge pull request #404 from deepseek-harness/codex/invariant-service-seam,23,0234a01ac9b67d82c2d2b35dbd71804f38250438 0405a211c84a8a78b7bbded5cb180012b9952ceb 0c08e34a4ab2a7eaa399485fadfb385fd2c6c2f7 1145ee5fc378e1d2158d8d19719d42507558d7bc 2c7822ddee5fc0ac6f7253de07f8e88a5a43a206 36e99e737b8dfa50fb62bdc9f15dd38bb4da36a2 3b7ce2e6827056763d6ddd272c09f90670646955 433670a75439804f1d6aedde3fbc60a7dc5ca3c3 4e021b4686bd144610ec4ab1e6f34033c4ba0426 504fbf59f3202126330517eb8b20f7f5a17c6f0c 512ef2a18e73f930077f91800d0b1e6beaeedd3b 941b0411d80fba789bdd237946d406593ee13df9 9848fdf93e4cf35e905104152ad6a4eb377b3b7d 9d310ecc27954f412e709fe8a4dd891406ff2e1d a4be4b5e5264e1016cec414d7d43c03c0e15c3d6 b8ad62eb359409dd688ef3c2401fd6af27d2bf7f c25e89cb4ce3990a2ae0bb146c45a85be51cc4f0 caaa1364ec1b65fd39ebbdf2b184dcba3fb38f6a d4b126862ea8778a5a8a4383d3d350bf2326fb58 d50e6d4b8e593f0459af77cb11ea31ee356caabf d897adac87d0adf2f38d580466c079f1329dcc64 e80fc3e61b64bd06e22f38a4d35691fa50dc6489 e92b34bd7e42cc84ddcbe9233c30e5a58ba53e5a
2434afd2efabde721f9fc513d47b55b2824cdf92,Merge pull request #450 from deepseek-harness/codex/invariant-service-review-fixes,2,0c08e34a4ab2a7eaa399485fadfb385fd2c6c2f7 9848fdf93e4cf35e905104152ad6a4eb377b3b7d
317f740dc268d2039fae641ade8a47ce7efabc5f,Merge pull request #447 from deepseek-harness/codex/pr239-plan-mode-review-fixes,6,01ac16b04b76c264428b09995896b685d57782a6 1e73d96bb14f719a0a4e7491ed37c0a3eda942f3 7d697315f67f1f71cc41558b846c1be08755afb5 897dc82d9b47adea3af5134bb409cb9a8fa2f756 af6951894721ea57dc3c6e8abd67f6d7c63e4cd3 deed5784d97364c978c584d82d815b3358cb9f7c
9a5c81f9e5cbca5f2ffa8cd15de356ddabef6a60,Merge pull request #419 from deepseek-harness/codex/goal-rfc-rollup,7,578df3f986f6af1a91c74d264419e2391509654f 7094608c5049ac3f1c96b67e3afd1dec04b738d1 a93e9b86e7d51cac88ea10fa15f9378e49ecf7dc b850e69068fd14e8352d4614281c7aff7640257e b8af6c4b430953d23adf5669ad5bc2cbbffb7176 bdd0a05c4aa7397760750c36dafdc1b0975c07e1 fffd8474ad988088824a1da07bdc2c3bba352cc6
bb85b384f18ab850c4e5a86c20b322c462cc0d57,Merge pull request #417 from deepseek-harness/codex/ralph-tool,7,07058e527cc87b81de4c2359bce67ff3244cf6a7 60926e32577d1fc0fe9357cdde04f2fef03379d6 60eea35df5d4cdba6e21e10d9a44728e513f49e4 9f6f87cf694c7915b58f9f353a289fe514fc2fd8 b2f08eac4f46a47755b7f69e08330b66750aef9f b8080268599b33090c150786feb0b9438517f716 e1c07cbabfba7bfe046edbbfda16748bd6597d3d
6bcc9fbf32d4f3deba331edf38b8402dc248e9a1,Merge pull request #415 from deepseek-harness/codex/goal-commands,5,015ad420af375aa17280962d15265351997ccdcf 207692bc161f004193af4bc750703e089cb59b71 283c78eec88c3d1e3720c9f2c19dd5de04bf5549 491dafc78597100736e80230a42facde7fcb9445 e958c222a292807aafafb7815eff021f9ca49cad
cf1aedf34e91bcef5c68a7ce91b61748bb656e92,Merge pull request #412 from deepseek-harness/codex/commands,6,2850c22b7a075ce77d8bb07d80cdeb5cd1917118 2dd3b1dfba6921216ba7d0168a15ac277a4e4cd8 4dd6266c53116f59e7604f828919c3103991c7c0 4e7a2c732f77834e2dc5d03e3861e4a0c18bd132 78560dbc917ce906ca631f56a44eafbf2c9557f5 9ef673a5a3c2375680f64ae88ab611b188cedd73
2109ad8cef306a6264b92f41460b11d23221209d,Merge pull request #405 from deepseek-harness/codex/goal-session,8,25555c9cfc33b0e7eb0d656cb3ae011d6e7bfdab 2aae64b5da49b62dcb101b0852ad52ed2aab241d 34fe1677757649be9fcbb93495c98944acab6c23 4e747942360e9800b3c6a2f570bdd76fde0814f0 73ad649c6aeb39cc768d2110f28e3811e69c4059 979fbbd96108a8fa6979992a1ac86cd14c2f612c de72f972b71c58629fff7844986bbdedd971e860 df7be480e1c67d6ae65cdeecda34660da46fa5a9
8a4c7f78d78d471f165282cc583a9bd0cbfb5db4,Merge pull request #403 from deepseek-harness/codex/goal-tools,11,0129063ae7d45e0eedbee9b2055b98cfb13e5d95 15640ca697b5bfcee514faad467a1584a6b0cf01 1a14b605695a35472b12afe2b1ed8724f9e9e00a 1dcfc63a789ae207a7bb61fd6ad860ab1da6fd6f 23330b7a7d00fa6f4f058423aea57d4552792808 671ef4d7eec6fa253e0e6a15297d3dd23fe67507 689e926c0ad55bcf94704fdc9749114d3401a6f6 6f4f459c73b336d0b82ba88d7e3b895e345f697b 89f9900be1ad5d5b02c376c9dd61eaf9bc143e01 df1643d5e53142a874191602758b9ecbed059624 fbefc1d65b3cc20936bb4fd0a079e5a41a8315d7
c503dd91a582905fd574e1c4b58c9286e63d7977,Merge pull request #402 from deepseek-harness/codex/goal-domain,7,109df5210e2b8107ea517fb4ce9a328fe0c5ff2f 1468773dcd7f2a6eb0ffa85978a7ad959a152995 3c2e07a92d48c712f707603e78bab4954e03a33f 4d965414b6074a28f18e5ba1871211d490999d3d 63d1f7679cbc6bbbdec710f5660fdade1a625145 a525776015c10c1a5c25c3cc625bb4a55f4f811a e9940d35cf5bd33b1c434a5c3f0b4c6695df2511
171a0e2b303a4fe2946798775e9175e8899cc4df,Merge pull request #80 from deepseek-harness/codex/llm-error-recovery-rfc,11,11773170f09d0e2261a326cc611b058687b05498 133f37584f1e9ad13796a0cd3f7c11b6d143f931 277b58088f68b10cac0b9b6b1010f2ea7dfe7a0b 3293d56a066865faec7614f2be7cae3f707d7bbc 3b0b0cefebb82901ed27ef64c0f4ff1d233ff54a 5716fab2c5499ec2f4bbed80eb64bc6f1f82b6bf 7c55ec9038902fd7a3a2c531927ee93317ea5444 85c658b0285015e84d8764f6fc51eefb7f6d6fe6 ad021067e0d8b6e55cbb875cbdcdb71a098492f4 cc2e14f76e1c3919e4bb0be27c7785ca978c4ff4 e141ffa27f9c10e8a5157b81805fdd4236991904
23eb41c98b96879a4bd22130822f8f5da874fbe7,Merge pull request #442 from deepseek-harness/codex/tui-windows-contract,3,02a61d3a25c32425f30a94f4fc3e6674dd79843b 29729f83cf101be3be334a84f93e3a1cf7eaf162 e9aef281a1f40fa6ab8fc7f05be0cea2ade8774d
7b7d6f38e8fe63fc03871fc9b8bce083659dec89,Merge pull request #441 from deepseek-harness/codex/remove-stdio-agent,3,44ad2ef073b99c186cf2026f7ec7a526cb110b40 4cadf096ce2e9792e931ca2cc143ae9e264d9380 b5d112a251915e89cca4ed087b8465c07961b8a4
177778598694e73410cb6adc817d13d1efb8761a,Merge pull request #421 from deepseek-harness/codex/llm-request-recovery-implementation,2,3293d56a066865faec7614f2be7cae3f707d7bbc 3b0b0cefebb82901ed27ef64c0f4ff1d233ff54a
21718d5ba7075a150815eb919d82a58ebecbd519,Merge pull request #416 from deepseek-harness/codex/jsonl-zstd-persistence,2,bec7ad544b443c33477f1df7d361b7e3078b5bb1 d139948ed28fff7470abf21cfd8e2760a731fd9e
42f19edd677d803d2587ace1e2f25e465175f65e,Merge pull request #406 from deepseek-harness/codex/reject-credentialed-search-redirects,2,5e0e4b2401a181abba82c48deedfb21648729acd 80b07984c4c43769324760a3c58190b6f59efc6a
09bcaaa66d696ef9c51ada0b5edc7489b3cc798b,Merge pull request #364 from deepseek-harness/codex/send-one-turn,13,0b720942dfe6e8e018d537b80364dfbd201ed27e 2cf689301c337c53739e4cebcc37929c06e325ff 7d7d69e22512b10322659c247ea6a2069f974eca 7ffac135a6e9fa7ae1f96a2a26c82eea6c3e4e0f 915c727e14ceeb0b3bcbc696ca779d399c555fce 97c5ca940d449d5a4b164984dc2ffcc6878ef841 a425aff586a5721a4ecd39dbc1e5be183794b092 a6e96c47f37e12e1cb1a3a36514ba6aa060fe09e aa4e62987473c878eaf1a0ee117ebcd8b6327337 c16e1078f58a5576b3b95126fade6b1eee11bafd d59149a22183f329665157c49ff26fe11aef7ff8 da70e4704856542ab7b2fab0f51dde07e35a1743 f899b857a613ba7e789f51cd62e2ee5db3c0370f
1a97a6b6f953b96379734a164ad652ec879ba142,Merge pull request #432 from deepseek-harness/codex/code-runtime-budget-flake,1,6eaa6073a25cbc1b798a49b5e0be9b6d196d86e4
b8826c9e9ad1d82b20974458d8e2674eb9a10cb5,Merge pull request #353 from deepseek-harness/codex/compact-tool-result-prune,6,171bae5c20ee23abfafaf7a244e13ce1a2692649 6e790b95f25287ea984c8b44cd2d312b34db6459 7aee299bdad88af70f9fe6b38a86e9da287c55f1 a625ef4fe9295a205767fdcd675fc1d254898dbb ba4a57c7d19c3119f1f3876a8472b758902ddc9d ce96104a774120c72097d8a89755ec1eb3cfb001
77c04a340f7898a202a1d2a84d227b766756cb62,Merge pull request #271 from deepseek-harness/codex/grep-glob-require-rg,2,89f9e4fc2109d7163461f0ea0f6ed771809dd9e1 faae2d389b2c2f957fa6e61cc71b1b0e5885ef51
d81760f8a036fa7aea7703349e07d15735d80e57,Merge pull request #327 from deepseek-harness/codex/acp-agent-auto-compaction,4,247526d4cacda04b29f9629676e2fd74931b8b6f 5ca3eab6ceb522c5a69bb198af7d71316f87a639 6eddf38a77d1e88c52530c64555124e1fb47788f ee1af10c52386d700fca3e9322802f48c34b66cf
023bed1a8342ac0344f58334ec416ad0fbfc6216,Merge pull request #414 from deepseek-harness/codex/require-agent-notes,1,b1b57a0ac54538a7dc4753a31c30cbbc474643c5
4b7765c774cd6a8014763168de60e44c9f7b4a2e,Merge pull request #410 from deepseek-harness/codex/agent-notes,2,4779d04af8143fbd5e1a98a1cf7d4413374abf6d e8eddc7ef8cb82e8fb615be48e68ff72386d0e6f
13433025f22374ccffa2f04fd95422c0d303d250,Merge pull request #411 from deepseek-harness/codex/jsonrpc-max-tokens-success-env,1,642b1c29d3a2155bb101194d8c0d0bb31f6f0977
f2d708511ae84bb19464cc14c8fac993f6b11919,Merge pull request #397 from deepseek-harness/codex/rename-golden-files-to-expected,2,0893aaa7cb9ec075caf78e4198598da7088eba22 b7cdad6360964089971463737464baed70c45591
f84092045c43ccc3ae3495d8d502c21c0ca1e530,Merge pull request #396 from deepseek-harness/codex/package-readme-kv-cache-effect,2,a278374e8f8daac7383dc0b9a9e7fe825d66b473 bcc920369c5db08fdbd5ca0e40fac377955f25bf
27cb50ad462df61914d5ec207aea1b6dd08d824e,Merge pull request #398 from deepseek-harness/codex/model-experience-field-headings,1,a278374e8f8daac7383dc0b9a9e7fe825d66b473
f756fcb7d36e1f6148646db80db70395fbf724f2,Merge pull request #395 from deepseek-harness/codex/code-review-prevention,1,4ab5a76317f6763e682f7525d913e08fb205fdd4
38b7275eb1d242ed6c9dffab4a5e8f8b8df84f16,Merge pull request #393 from deepseek-harness/codex/code-review-human-principles,1,d5350cd42e9c3c352567accefff480d2453c590d
b6858a5ce10bfc5020136a186b6d2a42e6dfc703,Merge pull request #384 from deepseek-harness/codex/simplify-agent-identity-plumbing,4,5e2607df8c077c1dbab63f8ca080e4bb941ec983 7a9c2ef4738ce11b8c9bdde4ce65ea14bc022f61 a1de4d00714556c3a0d00ab0ef6728cc431c4d0d f21ed1bfa05449045b6d1b425def6e1c44c90d5e
bebbbbb7f0e05f4cfad7d75c78de94269c242232,Merge pull request #387 from deepseek-harness/codex/cordis-inspect-jsdoc,2,36dbe686314393efd70a7de3001f587f02d581a0 62fc876318dd6b06b1e70e6a769a2194b13747be
a72b86f82c12a2f12a1160a8c1cc8f69447f1778,Merge pull request #391 from deepseek-harness/codex/pr332-adapter-failure-provenance,1,ee6b9d081a254279a21452e3f0aa76b3ea907a63
e05e7a0870cfc96836ee877d9b58ad815850c4f9,Merge pull request #388 from deepseek-harness/codex/cordis-catalog-type-links,1,350d1b268830d76def9fd8dae53759d1953bb098
ae26adfda81841da57d2427fbb60e80d855f55da,Merge pull request #385 from deepseek-harness/codex/website-api-jsdoc,14,04df615dd64f204e62cc865e00620f4e236c87c1 5a5591205f0ff9fbf5958e58f1f5c35469db7c93 7bcae0cd64c3cca52ba1ee3ed846138ef354d307 9163f6129947b4f908d785968fe3c9dbf963144c 9912918a48438fade5a9b373df55682e2c9a31fb a42c28cdc9cbf0c6dc5ba789eecea8cf08448cb7 b1e19d8b697865d20db02facd990052e9d6347d0 c23214be5602a4d66cb1d70baa4ddaa4dae965c8 d261a9ca3bb24054f0ada2c4aafd90010fc41b20 dd9f8947357e23556a83b10593a33cc5dd3e631f e0b5cadd2a97c56404ce4f23ef3070fb819ce9ee e1a4a2963d2105056a5e85da2a7c47232f5095f6 ee1a44793acc670ef99797a7ef2c16f60d5cf2bf f66cde41d181cf2b6fcd80ee7426854889e8e655
ab4d350517afd62116a8d51d3b85979777e99031,Merge pull request #383 from deepseek-harness/codex/catalog-verbs-jsdoc,2,3ceccc87a0299f6ec88b44a5d267665424f1bdaa e5721393969d581e3d7596544e99f94f4ee11798
