hash,parents,parent_count,subject,category,conflicts_block,message
9bed096a5d5fa32db8ad87975885051ca0368319,c2751d41266c18f6b5c35283416f01102f5ada55 2e8c82634ea48a537913962e38c8242abcc21691,2,Merge remote-tracking branch 'origin/master' into feat/search-presenter,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/search-presenter

# Conflicts:
#	examples/acp-agent/tests/snapshots/cordis-inspect-jsdoc/session.jsonl
"
234018032d6b1cd6e1dd2b48f365d73a792fa394,42d0f3c7ba1dd72428b171ac707505ede4d1de4a b73e1811ffab001d692a1f23d266b66e9a95627e,2,Merge remote-tracking branch 'origin/worktree-llm-web-config' into worktree/onboarding-deepseek-config,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/worktree-llm-web-config' into worktree/onboarding-deepseek-config

# Conflicts:
#	packages/client/ui-models/README.i18n.yaml
#	packages/client/ui-primitives/src/Modal.tsx
#	packages/client/ui-settings/README.i18n.yaml
"
5e4922a761a1590e72a345fb5f1ef3d9d4617c97,a60b25c528822c0e2524971d15c4fc24d9683843 18abd8ecd746cab484f7cbe3109bf521c294d40c,2,Merge remote-tracking branch 'origin/feat/directory-picker-quiet-navigation' into feat/dir-selector-adaptive-default,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/feat/directory-picker-quiet-navigation' into feat/dir-selector-adaptive-default

# Conflicts:
#	apps/cli/cordis.yml
#	packages/host/README.i18n.yaml
"
1f5d09c2d75f9b3478532b0b7e7affd12caa0514,0f0564b3d0bfba62cff27fbbc5266d45dfe7ba44 c8658aa3d3070b19ab09580929f1e1fee5c9f893,2,Merge origin/master into codex/figma-context-injection-row,其他标题,True,"Merge origin/master into codex/figma-context-injection-row

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
cdd1074805b601601bae778077b3b8f89f575737,0a25c0d2371eb3ecc84545ae5241821e2f2961f1 c8658aa3d3070b19ab09580929f1e1fee5c9f893,2,Merge remote-tracking branch 'origin/master' into codex/queue-collapse,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into codex/queue-collapse

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
d0e387dfdc554b5f9eff88cd04a88174ec883d29,9e20f92925068919212c85bb26b3f176e9cfe03d c8658aa3d3070b19ab09580929f1e1fee5c9f893,2,Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
f296fd3075a09009642d2a350490f0f24f45d9b3,daed49ad5475afaf1ddbb55a85b81880876dcfeb c8658aa3d3070b19ab09580929f1e1fee5c9f893,2,Merge remote-tracking branch 'github/master' into xtr/trajectory-timeline-click-focus,远端跟踪分支标题,True,"Merge remote-tracking branch 'github/master' into xtr/trajectory-timeline-click-focus

# Conflicts:
#	apps/web/tests/details-session-lifecycle.e2e.ts
#	packages/client/ui-layout/README.i18n.yaml
"
eda7c76eb1f61f43cdf98daa415fb6961f3b443c,faac9b4fd5ae5ea68005c8492b36f76529a2085e 16378e4ba7004542df56277b098875df756ecc8a,2,Merge latest PR 956 stack base,其他标题,True,"Merge latest PR 956 stack base

# Conflicts:
#	docs/core-data-structures/compaction.i18n.yaml
#	docs/core-data-structures/compaction.md
#	docs/core-data-structures/compaction.zh.md
"
caf2db09290d7781f9b1552b38064d36e903bef4,a90ccc4453221da577fce51f75812ceb228568ae 07e3d15d4250d0c42ccae9ebefda61a7518a26b4,2,Merge branch 'worktree-config-settings-seam' into worktree-llm-dynamic-config,本地分支标题,True,"Merge branch 'worktree-config-settings-seam' into worktree-llm-dynamic-config

# Conflicts:
#	packages/settings/settings-local/src/index.ts
"
3d6cacc59b5dbb24aec1b6f025f5509a3b46bd0e,abf498b8dc12b973ff698ff1ef3191f36bad0fc4 aaf8fd07e09948dc2cebd83df47da63366136c36,2,Merge remote-tracking branch 'origin/master' into codex/composer-dock-stacking,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into codex/composer-dock-stacking

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
c86b7c2c3ac32a6c5cd10721b9facc3595cab8d0,9d106d1fa042c3b1aed4dd10eef24b88d57a1b9b aaf8fd07e09948dc2cebd83df47da63366136c36,2,Merge remote-tracking branch 'origin/master' into worktree/fix-multi-select-custom-answer,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/fix-multi-select-custom-answer

# Conflicts:
#	packages/client/ui-question/README.i18n.yaml
#	packages/client/ui-question/src/client/QuestionComposer.tsx
#	packages/host/apiproxy/README.i18n.yaml
#	packages/ui/tui/README.i18n.yaml
"
f5228e7c71cdd3b14a602b19ba6d914250732d77,d7641ec028c0a0c78b952e107dd2348830af485c 6686f479458584191925d8ed7d7cc4c4f65c513f,2,Merge origin/master into codex/figma-context-injection-row,其他标题,True,"Merge origin/master into codex/figma-context-injection-row

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
#	packages/client/ui-conversation/src/client/chat/ToolRow.module.css
#	packages/client/ui-conversation/src/client/chat/ToolRow.tsx
"
16378e4ba7004542df56277b098875df756ecc8a,da41677049e0530a696ac335fb359e5d4117a4b8 47d2bcb18c3b40ef33e3473351c0a691e7db5154,2,Merge remote-tracking branch 'origin/fix/human-transcript-projection' into fix/web-transcript-projection,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/fix/human-transcript-projection' into fix/web-transcript-projection

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
d1dc303bc68b21b5bd1e70b21b10b75b61a18d4f,5a0d26a0e40b44692fb2492a29a7ac47a82b7f45 aaf8fd07e09948dc2cebd83df47da63366136c36,2,Merge remote-tracking branch 'origin/master' into xtr/react-loop-simplification,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into xtr/react-loop-simplification

# Conflicts:
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/session.i18n.yaml
#	docs/persistence-catalog.md
#	packages/cordis/tool-cordis/src/api-catalog.ts
"
82817570b0f2082b146d72b35cb701a48da96e0b,8fdd01e4aede070cbbfe1a235fc837435fc43323 6686f479458584191925d8ed7d7cc4c4f65c513f,2,Merge remote-tracking branch 'origin/master' into fix/human-transcript-projection,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into fix/human-transcript-projection

# Conflicts:
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/session.i18n.yaml
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/ui/tui/src/index.ts
"
0a263941efa3db0ce3f5621afa5dded29cd977f6,8707f324c6de3b2cee778358f51b7cd41a0b5746 a90ccc4453221da577fce51f75812ceb228568ae,2,Merge branch 'worktree-llm-dynamic-config' into worktree-llm-web-config,本地分支标题,True,"Merge branch 'worktree-llm-dynamic-config' into worktree-llm-web-config

# Conflicts:
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/core.i18n.yaml
#	docs/event-producer-consumer.md
#	examples/headless-agent/tests/headless.snapshot.ts
#	examples/headless-agent/tests/snapshots/missing-credential/stream-json.expected.jsonl
#	packages/llm/llm-deepseek/README.i18n.yaml
#	packages/llm/llm-deepseek/src/index.ts
#	packages/llm/llm-pi-ai/README.i18n.yaml
#	packages/llm/llm-pi-ai/src/index.ts
#	packages/llm/llm/README.i18n.yaml
#	packages/llm/llm/src/index.ts
"
fd0fa8806f237c2806862fec2afdbeb0e47b1ee6,6d58953f30a49219b48f66431f4080e0be1c67b0 6686f479458584191925d8ed7d7cc4c4f65c513f,2,Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics

# Conflicts:
#	packages/client/ui-conversation/README.i18n.yaml
"
352d669e4df43923a7a0bfda0d42d44399e90272,3651ba346126ccbc3284e60e16e14db8a5bf51d0 6686f479458584191925d8ed7d7cc4c4f65c513f,2,Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input

# Conflicts:
#	.agents/notes/implemented/architecture/2026-07-25-web-input-machine-and-slash-pipeline.i18n.yaml
#	packages/client/ui-conversation/README.i18n.yaml
#	packages/client/ui-conversation/src/client/apply.ts
#	packages/client/ui-conversation/src/client/contract/slots.ts
#	packages/client/ui-conversation/src/client/skeleton/InputBar.tsx
"
e23cd8e406d54158504452e9b397609b3f34c84c,07760e577a2186baecfa0d08f807e4e3d6bce3c2 b987ec664a317508d3d46e206eef09d3c43d274d,2,Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics

# Conflicts:
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/session.i18n.yaml
#	docs/core-data-structures/session.md
#	docs/core-data-structures/session.zh.md
#	docs/persistence-catalog.md
#	examples/acp-agent/tests/snapshots/cordis-inspect-jsdoc/session.jsonl
#	packages/cordis/tool-cordis/src/api-catalog.ts
#	packages/core/session/src/types.ts
"
3651ba346126ccbc3284e60e16e14db8a5bf51d0,981ef5bfa0de09183e740b391d525989623c0492 b987ec664a317508d3d46e206eef09d3c43d274d,2,Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input

# Conflicts:
#	examples/acp-agent/tests/snapshots/cordis-inspect-jsdoc/session.jsonl
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
"
3c620a0cb6555f72afd2c76ed4405833789d7c67,9c5a5155016c8a79a0c58593a48ed0795c9fb47b b987ec664a317508d3d46e206eef09d3c43d274d,2,Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation

# Conflicts:
#	docs/cordis-catalog/services.md
#	packages/host/apiproxy/README.i18n.yaml
"
86b95a38568f80b30fda173d211df0d2d5aac9be,3b3d5579cb0cc334d1c0b6821fe2d595a45dee0c 9e679c89b63cf8319944a526d91176d1ac24721e,2,Merge PR #941 dependency into manual compaction stack,其他标题,True,"Merge PR #941 dependency into manual compaction stack

# Conflicts:
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/session.i18n.yaml
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/ui/tui/src/index.ts
"
3b3d5579cb0cc334d1c0b6821fe2d595a45dee0c,91ee264e16ffda88d2b5b6975417cef24a9283b8 8fdd01e4aede070cbbfe1a235fc837435fc43323,2,Merge remote-tracking branch 'origin/fix/human-transcript-projection' into fix/web-transcript-projection,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/fix/human-transcript-projection' into fix/web-transcript-projection

# Conflicts:
#	apps/web/tests/snapshots/seeded-history/ui.expected.md
#	packages/client/runtime/README.i18n.yaml
#	packages/client/runtime/README.md
#	packages/client/runtime/src/client/index.ts
#	packages/client/runtime/src/client/sessions/fold-adapter.ts
#	packages/client/runtime/tests/fold-adapter.spec.ts
#	packages/client/ui-trajectory/src/client/layout.ts
#	packages/client/ui-trajectory/src/client/spans.ts
#	packages/compact/compact/README.i18n.yaml
"
bfbab9d2ab0a444894376a1dc90bbff4491f61f2,c90410deaa78fce32f7fd645c46e22a92e9d4ce2 6bf266164009a1e2501f5bce8d2399ba495c769f,2,Merge remote-tracking branch 'origin/feat/directory-picker-quiet-navigation' into feat/dir-selector-adaptive-default,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/feat/directory-picker-quiet-navigation' into feat/dir-selector-adaptive-default

# Conflicts:
#	.agents/notes/implemented/architecture/2026-07-28-directory-picker-capability-seam.i18n.yaml
"
674c25a6a2e176063399c8b675e803ba7abc86ac,42ba71b4f2ba608886d0cf459e800ede416d5705 09c217eba760078ce60f1a9e95d8335ec968661d,2,Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation

# Conflicts:
#	docs/tool-catalog.md
#	examples/package.json
#	packages/examples/agent-spine-demo/README.i18n.yaml
#	packages/examples/agent-spine-demo/README.zh.md
#	pnpm-lock.yaml
"
54f95d7669af550c7c8f986bca223b908a7f1ef6,8f045bfdbd9c0cf48dde296b705fe18adfb437c5,1,"fix(llm): atomic route replacement, whole-snapshot requests, and loud credential misses",非合并,False,"fix(llm): atomic route replacement, whole-snapshot requests, and loud credential misses

Four review findings across the seam and both adapters.

registerAdapter now returns a handle carrying replace(providers): the
candidate route set is validated in full before anything moves, so a
route another adapter owns leaves the previous registration intact, and
the swap itself is one synchronous section with no observable gap. pi-ai
uses it instead of dispose-then-register — the old shape dropped every
route when the new set conflicted, and its facts cache could then equal
the registry's, so reverting to a working configuration never re-applied.
Its registration facts are also sorted by provider, so a settings
document that merely reorders keys no longer triggers a swap.

DeepSeek's per-request snapshot now carries the credential facts, and
resolveApiKey receives it instead of re-reading the raw config: a
settings generation the resolver rejects can no longer contribute its
literal key to a request the previous generation's endpoint serves.

pi-ai only defers to the SDK's provider-native discovery when a profile
names no credential at all; a configured apiKeyEnv that misses now fails
with MISSING_CREDENTIAL naming the route and the reference, instead of
handing pi-ai undefined and letting it authenticate with an unrelated
ambient key.

The eager boot-time credential probe is gone: it could run before the
credentials service mounted and reported every failure as a missing key.
The route stays registered and browsable; the first request gives the
accurate error, whose guidance now leads with the credential store and
mentions a literal apiKey last.
"
7bcf8d660de7835d5b9f7a88928cbb99699dc1a6,6e5a155868053b11e55b0a8e89c7135980362210 69214b4708091b98424db9c62be6f66c34701d99,2,Merge remote-tracking branch 'origin/master' into fix/human-transcript-projection,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into fix/human-transcript-projection

# Conflicts:
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/ui/tui/README.i18n.yaml
"
483199d47a33198579e43dd4032ebc18f345e1b3,596334254c2ebcaace6fbf1dfd3cc6f5ceb53392 8ff6b23214b467974ade06578b7c458294b7ce7d,2,Merge branch 'worktree-llm-dynamic-config' into worktree-llm-web-config,本地分支标题,True,"Merge branch 'worktree-llm-dynamic-config' into worktree-llm-web-config

# Conflicts:
#	apps/cli/cordis.yml
#	apps/web/tests/snapshots/code-mode-round/session.jsonl
#	apps/web/tests/snapshots/cordis-tool-round/session.jsonl
#	apps/web/tests/snapshots/fresh-round-trip/session.jsonl
#	apps/web/tests/snapshots/lifecycle-chrome/session.jsonl
#	apps/web/tests/snapshots/live-interactions/session.jsonl
#	apps/web/tests/snapshots/navigation-panes/seed.jsonl
#	apps/web/tests/snapshots/question-composer/session.jsonl
#	apps/web/tests/snapshots/seeded-history/seed.jsonl
#	apps/web/tests/snapshots/steering/session.jsonl
#	docs/cordis-catalog/events.md
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/core.i18n.yaml
#	docs/core-data-structures/settings.i18n.yaml
#	docs/event-producer-consumer.md
#	docs/module-graph.md
#	examples/acp-agent/tests/snapshots/workspace-context/session.jsonl
#	packages/client/connection/README.i18n.yaml
#	packages/client/connection/src/index.ts
#	packages/client/connection/tests/node-half.spec.ts
#	packages/client/runtime/README.i18n.yaml
#	packages/client/runtime/README.md
#	packages/client/runtime/README.zh.md
#	packages/client/runtime/src/client/index.ts
#	packages/client/runtime/tests/fake-api.ts
#	packages/client/ui-models/README.i18n.yaml
#	packages/examples/tui-demo/README.i18n.yaml
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/package.json
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/host/apiproxy/src/api/rpc.schema.ts
#	packages/host/apiproxy/src/api/rpc.ts
#	packages/llm/llm-deepseek/README.i18n.yaml
#	packages/llm/llm-deepseek/README.zh.md
#	packages/llm/llm-pi-ai/README.i18n.yaml
#	packages/llm/llm/README.i18n.yaml
#	packages/llm/llm/README.zh.md
#	packages/sdk/sdk-client/README.i18n.yaml
#	packages/settings/settings/README.i18n.yaml
#	packages/settings/settings/README.md
#	packages/settings/settings/README.zh.md
#	packages/subagent/subagent-dsh-sdk/README.i18n.yaml
#	packages/subagent/subagent-dsh-sdk/README.zh.md
#	packages/support/llm-replay/README.i18n.yaml
#	packages/ui/jsonrpc/README.i18n.yaml
#	packages/ui/jsonrpc/README.zh.md
#	packages/ui/tui/tests/snapshots/model-selector.expected.txt
#	packages/ui/tui/tests/snapshots/model-switching.expected.txt
#	packages/ui/tui/tests/snapshots/resume-sessions.expected.txt
#	packages/ui/tui/tests/snapshots/status-diagnostics-narrow.expected.txt
#	packages/ui/tui/tests/snapshots/status-diagnostics.expected.txt
#	packages/ui/tui/tests/tui.snapshot.ts
#	pnpm-lock.yaml
#	python/sdk/README.i18n.yaml
#	scripts/snapshots/translation-prompt-v4/request-response.expected.json
"
6c7520c6526e7364e9e5889d3f5b39e4f00f3445,03936cb320398b670a8289804e4e9310321dfc43 007659b78fecfe7b241ec9408d3bde4865bd8248,2,Merge remote-tracking branch 'origin/master' into mergebot/pr883,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into mergebot/pr883

# Conflicts:
#	apps/web/tests/snapshots/question-composer/answered.expected.md
#	apps/web/tests/snapshots/question-composer/ui.expected.md
"
03936cb320398b670a8289804e4e9310321dfc43,93fc1e2ab8885efeb3ce7c9ef7d923c488d541b3 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into mergebot/pr883,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into mergebot/pr883

# Conflicts:
#	packages/client/ui-question/package.json
#	packages/client/ui-question/src/client/QuestionComposer.tsx
#	packages/client/ui-question/src/client/contract/slots.ts
#	packages/client/ui-question/src/client/index.ts
#	packages/client/ui-question/src/client/locales.ts
#	packages/client/ui-question/tests/browser-plugin.spec.ts
#	packages/client/ui-question/tests/question-composer.spec.tsx
"
39efc3dd73a4171b41ed5e119500f5b3e4af4f27,36f6d8fd0590889d241c69504165b087ed099efe 007659b78fecfe7b241ec9408d3bde4865bd8248,2,Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation

# Conflicts:
#	.agents/notes/implemented/testing/2026-07-24-web-gui-browser-e2e-lane.i18n.yaml
#	docs/testing.i18n.yaml
"
36f6d8fd0590889d241c69504165b087ed099efe,a51143bded87ea9d70a60dcdaf4dd19db1d63530 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feature/shared-cli-config-foundation

# Conflicts:
#	packages/ui/tui/README.i18n.yaml
"
cbe36fdd98ae863132e762654e2cf91e3fdae9ca,8a8c1965d7538b356b906e16112f53ba2d4993e0 007659b78fecfe7b241ec9408d3bde4865bd8248,2,Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics,远端跟踪分支标题,False,"Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics

Master independently refreshed the same stale web aria goldens this branch had
absorbed in 08aa0ca54, so every conflict was golden-vs-golden with no source
overlap. Goldens are recorded rather than merged: master's recordings win here,
and the following commit re-records to reapply this branch's one added
occupancy segment on top of them.

"
8ff6b23214b467974ade06578b7c458294b7ce7d,7f1496c996760ebea79de4fc0457111307510b4c 2b379799ba5e38b378e11c8ae2ad0c5b860a6969,2,Merge branch 'worktree-config-settings-seam' into worktree-llm-dynamic-config,本地分支标题,True,"Merge branch 'worktree-config-settings-seam' into worktree-llm-dynamic-config

# Conflicts:
#	docs/capability-seams.md
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/core.i18n.yaml
#	docs/module-graph.md
#	examples/tui-agent/cordis.yml
#	packages/README.i18n.yaml
#	packages/cordis/tool-cordis/src/api-catalog.ts
#	packages/llm/llm-deepseek/README.i18n.yaml
#	packages/llm/llm-deepseek/README.zh.md
#	packages/llm/llm-pi-ai/README.i18n.yaml
#	packages/llm/llm-pi-ai/README.zh.md
#	packages/settings/settings-local/src/index.ts
#	packages/util/README.i18n.yaml
#	packages/util/README.md
#	packages/util/README.zh.md
#	scripts/doc-budgets.manifest.json
"
9e6f251a4c0e9a978a11e192e7b9421e82ded984,39ebd8f7457851848ade8dbc6b0b181fe0d957a4 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into feat/session-inherited-boundary,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into feat/session-inherited-boundary

# Conflicts:
#	examples/acp-agent/tests/snapshots/cordis-inspect-jsdoc/session.jsonl
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
"
c0ef93efc874332b5b41d11d48fcbfc00815cdcf,f2e20c1ef04b27501016dabda696fe6891781489 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into xtr/react-loop-simplification,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into xtr/react-loop-simplification

# Conflicts:
#	.agents/notes/implemented/architecture/2026-07-22-unified-send-and-coalesced-user-messages.i18n.yaml
#	.agents/notes/implemented/architecture/2026-07-22-unified-send-and-coalesced-user-messages.md
#	.agents/notes/implemented/architecture/2026-07-22-unified-send-and-coalesced-user-messages.zh.md
#	.agents/notes/implemented/feature/2026-07-21-tui-skill-slash-command.i18n.yaml
#	.agents/notes/implemented/feature/2026-07-21-tui-skill-slash-command.md
#	.agents/notes/implemented/feature/2026-07-21-tui-skill-slash-command.zh.md
#	.agents/notes/implemented/simplification/2026-07-17-one-send-one-turn.i18n.yaml
#	.agents/notes/implemented/simplification/2026-07-17-one-send-one-turn.md
#	.agents/notes/implemented/simplification/2026-07-17-one-send-one-turn.zh.md
#	docs/architecture.i18n.yaml
#	docs/cordis-catalog/events.md
#	docs/cordis-catalog/services.md
#	docs/core-data-structures/core.i18n.yaml
#	docs/core-data-structures/core.md
#	docs/core-data-structures/core.zh.md
#	docs/defensive-patterns.i18n.yaml
#	packages/client/runtime/src/client/sessions/session.ts
#	packages/client/runtime/tests/queue-store.spec.ts
#	packages/context/time-context/tests/time-context.spec.ts
#	packages/context/workspace-context/tests/workspace-context.spec.ts
#	packages/cordis/tool-cordis/src/api-catalog.ts
#	packages/core/agent-loop/README.i18n.yaml
#	packages/core/agent-loop/README.md
#	packages/core/agent-loop/README.zh.md
#	packages/core/agent-loop/src/agent.ts
#	packages/core/agent/README.i18n.yaml
#	packages/core/agent/README.md
#	packages/core/agent/README.zh.md
#	packages/core/agent/src/types.ts
#	packages/core/agent/tests/agent.spec.ts
#	packages/core/scope/src/scoped-events.generated.ts
#	packages/goal/command-goal/tests/command-goal.spec.ts
#	packages/goal/goal-session/src/index.ts
#	packages/goal/goal-session/tests/goal-session.spec.ts
#	packages/goal/goal/tests/goal.spec.ts
#	packages/goal/goal/tests/projection.spec.ts
#	packages/goal/tool-goal/tests/tool-goal.spec.ts
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/host/apiproxy/src/api/events.schema.ts
#	packages/host/apiproxy/src/api/events.ts
#	packages/host/apiproxy/tests/api-proxy-workspace.spec.ts
#	packages/llm/llm/README.i18n.yaml
#	packages/llm/llm/README.zh.md
#	packages/llm/llm/src/index.ts
#	packages/pty/pty-local/tests/index.spec.ts
#	packages/pty/pty-local/tests/local.spec.ts
#	packages/pty/pty/tests/service.spec.ts
#	packages/pty/tool-pty/tests/loader-composition.spec.ts
#	packages/pty/tool-pty/tests/tools.spec.ts
#	packages/skill/tool-skill/tests/tool-skill.spec.ts
#	packages/tasks/tasks-local/tests/tasks.spec.ts
#	packages/ui/tui/src/index.ts
#	packages/ui/tui/tests/harness.ts
#	packages/ui/tui/tests/tui.spec.ts
#	scripts/gen-cordis-catalog.ts
#	scripts/type-equiv.manifest.json
"
7f30a7e30cf326bff68f352dd97c431b08f70dde,48192101426c815dede5a88d0dacf1be77988602 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics,远端跟踪分支标题,False,"Merge remote-tracking branch 'origin/master' into codex/status-bar-token-metrics

Conflict resolution notes:

- StatsLine: master redesigned the row into pipe-separated groups with LLM and
  tool wall times. Kept that design and swapped only the token accounting
  source, so counts and durations stay window-scoped while billing and context
  occupancy read the durable projections.
- Generated artifacts (cordis catalog, module graph, event producer/consumer,
  i18n pairing hashes) and web snapshots took master's side; they are
  regenerated and re-recorded after this merge.
- Web e2e goldens and details-panel/timeline assertions took master's side:
  that evolution is unrelated to this branch.
- ui-conversation package.json: kept master's devDependency ordering, re-adding
  only the token-meter entry this branch needs.

"
97cf33b7e018df0c56e17a9b8e9222a28552336a,0a9b6e75d620e541b5161fdf77c8d4b880411a32 1db976210fb27e09d3b2e48e49555ef4bd569497,2,Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input

# Conflicts:
#	packages/ui/tui/README.i18n.yaml
"
0a9b6e75d620e541b5161fdf77c8d4b880411a32,dd59b28083064c006fcb3c42b8dbb7efea782981 c66cf04ebfaac04797ea048effcfb40b1037b2a7,2,Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input,远端跟踪分支标题,True,"Merge remote-tracking branch 'origin/master' into worktree/web-multimodal-image-input

# Conflicts:
#	docs/architecture.i18n.yaml
#	docs/core-data-structures/core.i18n.yaml
#	examples/acp-agent/tests/snapshots/cordis-inspect-jsdoc/session.jsonl
#	packages/README.i18n.yaml
#	packages/README.md
#	packages/README.zh.md
#	packages/client/connection/src/client/fixture.ts
#	packages/client/connection/tests/fake-api.ts
#	packages/client/runtime/README.i18n.yaml
#	packages/client/runtime/src/client/contract/session.ts
#	packages/client/runtime/src/client/sessions/session.ts
#	packages/client/runtime/tests/fake-api.ts
#	packages/client/test-runtime/src/sessions.ts
#	packages/client/test-runtime/tests/runtime.spec.tsx
#	packages/client/ui-conversation/README.i18n.yaml
#	packages/client/ui-conversation/src/client/service.ts
#	packages/client/ui-conversation/src/client/skeleton/InputBar.tsx
#	packages/client/ui-conversation/tests/queue-dock.spec.tsx
#	packages/client/ui-conversation/tests/service-orchestration.spec.ts
#	packages/cordis/tool-cordis/src/api-catalog.ts
#	packages/host/apiproxy/README.i18n.yaml
#	packages/host/apiproxy/src/api-proxy.ts
#	packages/host/apiproxy/src/api/index.ts
#	packages/host/apiproxy/src/api/rpc-map.ts
#	packages/host/apiproxy/src/api/rpc.schema.ts
#	packages/host/apiproxy/src/api/rpc.ts
#	packages/host/apiproxy/src/api/sessions.schema.ts
#	packages/host/apiproxy/src/api/sessions.ts
#	packages/host/apiproxy/src/fetch/client.ts
#	packages/host/apiproxy/src/fetch/handler.ts
#	packages/host/apiproxy/tests/api-proxy-commands.spec.ts
#	packages/host/apiproxy/tests/client-handler.spec.ts
#	packages/host/apiproxy/tests/fetch-carrier.spec.ts
#	packages/host/apiproxy/tests/rpc-schemas.spec.ts
"
